epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,365.204,0.75332,0.48214,0.99213,0.55081,0.52675,0.54466,0.27509,1.03831,3.88807,1.1588,0.0098614,0.0098614,0.0098614
16,388.285,0.73476,0.47218,0.98709,0.57566,0.50426,0.53012,0.28225,1.01064,3.77383,1.17162,0.0098515,0.0098515,0.0098515
17,411.704,0.71759,0.46216,0.97847,0.5531,0.52889,0.56897,0.31318,1.01766,3.82298,1.16582,0.0098416,0.0098416,0.0098416
18,435.087,0.70822,0.4516,0.9735,0.57074,0.5399,0.53626,0.28715,1.05205,3.88267,1.15267,0.0098317,0.0098317,0.0098317
19,458.462,0.71108,0.4611,0.97212,0.52567,0.55914,0.52536,0.2894,0.94806,3.93129,1.13114,0.0098218,0.0098218,0.0098218
20,481.685,0.69898,0.45697,0.97627,0.56521,0.52888,0.56004,0.31331,1.00466,3.7221,1.16898,0.0098119,0.0098119,0.0098119
21,506.187,0.69463,0.44908,0.97082,0.59,0.52914,0.56995,0.30629,0.99043,3.84857,1.11906,0.009802,0.009802,0.009802
22,532.584,0.68239,0.43997,0.96101,0.5694,0.54222,0.54237,0.30119,1.03196,3.99044,1.1355,0.0097921,0.0097921,0.0097921
23,561.339,0.68432,0.44158,0.96924,0.51926,0.54863,0.53245,0.32154,0.90439,4.04429,1.09827,0.0097822,0.0097822,0.0097822
24,589.383,0.6774,0.43125,0.96171,0.56859,0.55102,0.54004,0.30757,0.98017,3.86736,1.13068,0.0097723,0.0097723,0.0097723
25,616.309,0.65866,0.42608,0.95746,0.57145,0.50839,0.54325,0.31101,1.0683,4.0262,1.15646,0.0097624,0.0097624,0.0097624
26,642.872,0.67056,0.426,0.96131,0.54792,0.48889,0.51194,0.32243,0.9724,4.00143,1.12414,0.0097525,0.0097525,0.0097525
27,670.557,0.65158,0.41075,0.94425,0.49684,0.55718,0.55303,0.31082,0.91403,4.01328,1.11889,0.0097426,0.0097426,0.0097426
28,696.53,0.6392,0.40978,0.94162,0.55907,0.53916,0.5602,0.31757,0.88111,3.79846,1.13595,0.0097327,0.0097327,0.0097327
29,723.976,0.63057,0.40813,0.94124,0.58721,0.52889,0.56271,0.30669,1.02449,3.89881,1.15189,0.0097228,0.0097228,0.0097228
30,748.988,0.62644,0.40169,0.93578,0.59026,0.52889,0.55373,0.32127,1.19272,3.98964,1.21264,0.0097129,0.0097129,0.0097129
31,772.221,0.62652,0.4083,0.94736,0.57843,0.53822,0.52882,0.28162,1.00478,3.77659,1.15864,0.009703,0.009703,0.009703
32,795.565,0.63481,0.40322,0.94578,0.56398,0.60444,0.59775,0.33317,1.00876,3.74695,1.14926,0.0096931,0.0096931,0.0096931
33,819.102,0.61654,0.39446,0.94037,0.58083,0.54742,0.56927,0.35195,1.07303,3.92281,1.15952,0.0096832,0.0096832,0.0096832
34,843.182,0.61406,0.40156,0.93315,0.58403,0.56929,0.58416,0.33568,1.07603,4.02018,1.16353,0.0096733,0.0096733,0.0096733
35,866.799,0.6103,0.39671,0.93468,0.57932,0.59039,0.59193,0.35024,0.96037,4.04164,1.15318,0.0096634,0.0096634,0.0096634
36,890.967,0.60739,0.38925,0.92649,0.5794,0.52976,0.55588,0.31807,0.9414,4.16946,1.12258,0.0096535,0.0096535,0.0096535
37,914.043,0.59518,0.38375,0.93187,0.55689,0.57761,0.59594,0.34969,0.95357,4.01405,1.13219,0.0096436,0.0096436,0.0096436
38,938.178,0.60198,0.39009,0.93155,0.56909,0.52,0.55516,0.33237,0.90691,4.15403,1.12644,0.0096337,0.0096337,0.0096337
39,961.772,0.59723,0.38647,0.92765,0.60901,0.51716,0.58148,0.35132,0.98529,4.10891,1.12267,0.0096238,0.0096238,0.0096238
40,986.067,0.57383,0.36697,0.91109,0.57613,0.564,0.56928,0.33644,0.89455,4.29252,1.10608,0.0096139,0.0096139,0.0096139
41,1010.22,0.59087,0.38084,0.92326,0.55937,0.55654,0.56234,0.33102,0.93863,4.19185,1.11572,0.009604,0.009604,0.009604
42,1034.05,0.58497,0.3763,0.92723,0.59075,0.54222,0.57121,0.33032,1.03565,4.22544,1.15273,0.0095941,0.0095941,0.0095941
43,1058,0.59438,0.38585,0.93094,0.59421,0.55556,0.57667,0.32989,1.07321,4.22504,1.1484,0.0095842,0.0095842,0.0095842
44,1082.27,0.57822,0.37478,0.92139,0.57818,0.52197,0.56415,0.30735,1.02936,4.09755,1.13771,0.0095743,0.0095743,0.0095743
45,1106.36,0.57494,0.37595,0.92458,0.57404,0.54667,0.57384,0.34657,0.96468,4.17722,1.11522,0.0095644,0.0095644,0.0095644
46,1132.3,0.55757,0.35504,0.91821,0.57039,0.51411,0.53527,0.28428,1.00665,4.49169,1.15749,0.0095545,0.0095545,0.0095545
47,1159.7,0.5552,0.36121,0.91048,0.58944,0.51523,0.5566,0.32136,0.99107,4.36362,1.13946,0.0095446,0.0095446,0.0095446
48,1187.79,0.54997,0.36317,0.91617,0.5729,0.59912,0.58795,0.34119,0.94092,4.23486,1.12925,0.0095347,0.0095347,0.0095347
49,1215.4,0.56361,0.36824,0.91812,0.60295,0.51769,0.58737,0.33806,0.99089,4.19241,1.1166,0.0095248,0.0095248,0.0095248
50,1239.72,0.56273,0.36172,0.90997,0.57209,0.55556,0.57372,0.32146,0.89638,4.28112,1.12098,0.0095149,0.0095149,0.0095149
51,1263.39,0.55557,0.36488,0.9137,0.53237,0.54222,0.57619,0.3346,0.95554,4.20718,1.12206,0.009505,0.009505,0.009505
52,1286.84,0.55468,0.36357,0.91644,0.53997,0.56837,0.57606,0.34829,0.91139,4.31971,1.10967,0.0094951,0.0094951,0.0094951
53,1310.9,0.54984,0.35907,0.91673,0.56168,0.59413,0.59828,0.34045,1.00785,3.96407,1.14541,0.0094852,0.0094852,0.0094852
54,1336.2,0.55557,0.35781,0.91503,0.55154,0.57566,0.5687,0.32206,0.93457,3.94313,1.15093,0.0094753,0.0094753,0.0094753
55,1361.92,0.53785,0.35485,0.90423,0.52731,0.5716,0.58825,0.34181,0.87047,4.21543,1.12578,0.0094654,0.0094654,0.0094654
56,1389.88,0.5256,0.34614,0.90253,0.52422,0.52963,0.55104,0.31886,0.89813,4.16142,1.1145,0.0094555,0.0094555,0.0094555
57,1418.28,0.53327,0.34701,0.90923,0.57275,0.4926,0.51373,0.31522,0.93245,4.32697,1.14987,0.0094456,0.0094456,0.0094456
58,1441.86,0.5387,0.3507,0.9063,0.52224,0.57653,0.58122,0.29983,0.91753,4.12935,1.14541,0.0094357,0.0094357,0.0094357
59,1465.01,0.52736,0.3438,0.90456,0.60839,0.47111,0.5724,0.3327,1.02275,4.12734,1.15355,0.0094258,0.0094258,0.0094258
60,1488.29,0.52088,0.34218,0.90879,0.57832,0.55188,0.57489,0.34578,0.96486,4.24056,1.13069,0.0094159,0.0094159,0.0094159
61,1512.16,0.52863,0.34604,0.90563,0.56703,0.54667,0.56732,0.32487,0.86358,4.13401,1.10788,0.009406,0.009406,0.009406
62,1536.12,0.5291,0.34551,0.90812,0.58787,0.52311,0.53455,0.32951,0.95195,4.2398,1.15059,0.0093961,0.0093961,0.0093961
63,1559.48,0.51683,0.33971,0.90281,0.53149,0.54095,0.55728,0.32666,1.04253,4.28123,1.11612,0.0093862,0.0093862,0.0093862
64,1584.89,0.5232,0.34289,0.90101,0.53536,0.52,0.53907,0.32893,0.94089,4.32922,1.1208,0.0093763,0.0093763,0.0093763
65,1609.68,0.51653,0.34126,0.90511,0.59143,0.52889,0.54217,0.33632,0.98425,4.29833,1.16487,0.0093664,0.0093664,0.0093664
66,1634.71,0.5126,0.33192,0.90207,0.57638,0.54222,0.56809,0.32591,1.02753,4.46557,1.13024,0.0093565,0.0093565,0.0093565
67,1659.39,0.52402,0.33854,0.90813,0.55447,0.5856,0.57944,0.33335,0.88984,4.25924,1.10656,0.0093466,0.0093466,0.0093466
68,1683.72,0.5055,0.33439,0.90141,0.57002,0.5135,0.579,0.3295,1.05544,4.22844,1.12686,0.0093367,0.0093367,0.0093367
69,1707.69,0.51438,0.33987,0.90378,0.58606,0.55393,0.57967,0.33796,1.00654,4.26856,1.1582,0.0093268,0.0093268,0.0093268
70,1730.86,0.50321,0.33787,0.8965,0.56147,0.5586,0.58789,0.32114,0.90321,4.13927,1.11372,0.0093169,0.0093169,0.0093169
71,1755.03,0.51258,0.3407,0.90037,0.57825,0.54129,0.57728,0.3294,1.04492,4.13308,1.12985,0.009307,0.009307,0.009307
72,1778.19,0.49214,0.32538,0.89439,0.56201,0.5605,0.57949,0.33256,0.8995,4.14595,1.10882,0.0092971,0.0092971,0.0092971
73,1801.63,0.49934,0.32571,0.89246,0.59849,0.567,0.5634,0.32244,0.95685,4.11328,1.12107,0.0092872,0.0092872,0.0092872
74,1824.6,0.50004,0.33154,0.89378,0.57761,0.53028,0.56114,0.33578,0.85826,4.16498,1.09405,0.0092773,0.0092773,0.0092773
75,1848.04,0.49479,0.32794,0.8938,0.57845,0.53333,0.55954,0.326,0.90241,4.32788,1.12124,0.0092674,0.0092674,0.0092674
76,1870.8,0.49272,0.32143,0.8947,0.56742,0.54222,0.57947,0.3273,0.9437,4.09021,1.11735,0.0092575,0.0092575,0.0092575
77,1893.59,0.49594,0.32821,0.89497,0.56264,0.54929,0.57721,0.3294,0.87743,4.22435,1.11333,0.0092476,0.0092476,0.0092476
78,1916.15,0.49656,0.33101,0.89934,0.63819,0.49672,0.56553,0.31719,0.95759,4.16446,1.13127,0.0092377,0.0092377,0.0092377
79,1938.62,0.48775,0.32006,0.89129,0.60324,0.52889,0.5853,0.32961,1.11666,4.23894,1.15113,0.0092278,0.0092278,0.0092278
80,1961.18,0.48333,0.31461,0.89778,0.56402,0.55336,0.55629,0.33581,0.9253,4.24278,1.12213,0.0092179,0.0092179,0.0092179
81,1983.83,0.48878,0.32162,0.88835,0.55981,0.53772,0.55959,0.33781,0.98065,4.40335,1.11195,0.009208,0.009208,0.009208
82,2006.73,0.48456,0.31843,0.89419,0.5648,0.58079,0.58019,0.35011,0.99247,4.21821,1.11137,0.0091981,0.0091981,0.0091981
83,2029.51,0.46815,0.30698,0.8926,0.56492,0.52715,0.58215,0.333,0.99538,4.32686,1.13774,0.0091882,0.0091882,0.0091882
84,2052.12,0.47775,0.31146,0.88679,0.5515,0.54928,0.56721,0.31834,0.94836,4.31794,1.1256,0.0091783,0.0091783,0.0091783
85,2075.29,0.47956,0.31794,0.88958,0.57223,0.53333,0.56341,0.32566,0.94432,4.31299,1.10101,0.0091684,0.0091684,0.0091684
86,2097.71,0.4696,0.31001,0.88357,0.6173,0.54222,0.58815,0.33217,0.94261,4.20809,1.10302,0.0091585,0.0091585,0.0091585
87,2120.11,0.4786,0.31347,0.89123,0.60524,0.52,0.58734,0.33271,0.91274,4.22899,1.10347,0.0091486,0.0091486,0.0091486
88,2142.58,0.47038,0.31262,0.88668,0.58171,0.53333,0.59037,0.3632,0.96992,4.24004,1.11642,0.0091387,0.0091387,0.0091387
89,2166.24,0.47301,0.31351,0.89201,0.55166,0.5783,0.57592,0.32639,0.91909,4.27407,1.12103,0.0091288,0.0091288,0.0091288
90,2189.95,0.46937,0.31566,0.88429,0.57181,0.56889,0.57938,0.32112,0.97926,4.17675,1.12323,0.0091189,0.0091189,0.0091189
91,2214.25,0.47139,0.30663,0.8932,0.57991,0.56889,0.58769,0.33573,0.91641,4.14474,1.09778,0.009109,0.009109,0.009109
92,2236.93,0.46944,0.30812,0.88458,0.57276,0.59771,0.60556,0.34395,0.89394,4.27743,1.10317,0.0090991,0.0090991,0.0090991
93,2259.28,0.47814,0.31298,0.88124,0.58925,0.55409,0.56377,0.31074,0.9413,4.48847,1.11028,0.0090892,0.0090892,0.0090892
94,2282.23,0.47211,0.30806,0.8886,0.56758,0.58025,0.57352,0.33332,0.93623,4.31696,1.13513,0.0090793,0.0090793,0.0090793
95,2305.18,0.46945,0.31436,0.8882,0.57592,0.58059,0.56676,0.32515,0.97646,4.18235,1.12236,0.0090694,0.0090694,0.0090694
96,2328.38,0.46434,0.30934,0.8884,0.58933,0.53219,0.55463,0.32566,0.83291,4.19431,1.09103,0.0090595,0.0090595,0.0090595
97,2353.2,0.45358,0.29952,0.8803,0.56747,0.60191,0.57643,0.32653,0.97156,4.2848,1.14212,0.0090496,0.0090496,0.0090496
98,2375.7,0.45612,0.3031,0.8819,0.58532,0.5564,0.57089,0.32238,0.91514,4.31744,1.13654,0.0090397,0.0090397,0.0090397
99,2398.6,0.4521,0.30741,0.8824,0.60872,0.55388,0.59129,0.32652,0.98173,4.41328,1.14244,0.0090298,0.0090298,0.0090298
100,2421.67,0.45151,0.30359,0.88088,0.60553,0.51985,0.55764,0.29272,0.84825,4.34882,1.11838,0.0090199,0.0090199,0.0090199
101,2444.92,0.45515,0.30331,0.87874,0.55611,0.55029,0.5682,0.31889,0.92577,4.36654,1.12031,0.00901,0.00901,0.00901
102,2467.88,0.4426,0.2957,0.87628,0.5744,0.55556,0.56343,0.31299,0.98108,4.45405,1.14113,0.0090001,0.0090001,0.0090001
103,2490.91,0.46006,0.30189,0.88695,0.568,0.55293,0.55051,0.30116,0.92452,4.36357,1.13691,0.0089902,0.0089902,0.0089902
104,2513.77,0.4587,0.30163,0.88813,0.59779,0.55344,0.55624,0.32832,0.97806,4.06513,1.1707,0.0089803,0.0089803,0.0089803
105,2537.48,0.4464,0.30174,0.87579,0.57627,0.55249,0.5712,0.30591,0.95577,4.29253,1.16879,0.0089704,0.0089704,0.0089704
106,2565.62,0.43865,0.29524,0.87886,0.56314,0.5758,0.57811,0.34145,0.8776,4.39695,1.11113,0.0089605,0.0089605,0.0089605
107,2591.1,0.44047,0.29396,0.87746,0.53548,0.53333,0.55422,0.3137,0.93093,4.36355,1.13967,0.0089506,0.0089506,0.0089506
108,2614.5,0.44828,0.2951,0.88218,0.56114,0.58042,0.56578,0.30597,0.91436,4.31939,1.14824,0.0089407,0.0089407,0.0089407
109,2638.77,0.44651,0.2973,0.87801,0.56434,0.56371,0.59174,0.32824,0.91703,4.32492,1.13012,0.0089308,0.0089308,0.0089308
110,2662.1,0.42971,0.28739,0.87481,0.5844,0.59967,0.59153,0.31748,0.94383,4.35595,1.14936,0.0089209,0.0089209,0.0089209
111,2684.81,0.44361,0.29474,0.87659,0.58675,0.58222,0.56149,0.32947,0.97742,4.23927,1.17219,0.008911,0.008911,0.008911
112,2708.12,0.42948,0.29057,0.86944,0.57996,0.56469,0.57944,0.35271,0.90686,4.24171,1.11742,0.0089011,0.0089011,0.0089011
113,2730.76,0.4451,0.29622,0.87722,0.59272,0.53778,0.56015,0.31688,0.88697,4.20698,1.10217,0.0088912,0.0088912,0.0088912
114,2753.2,0.43829,0.29145,0.87454,0.57413,0.53103,0.57286,0.31504,0.91596,4.28352,1.12867,0.0088813,0.0088813,0.0088813
115,2775.75,0.43452,0.29131,0.87642,0.56172,0.5271,0.57318,0.33445,0.88869,4.34515,1.11571,0.0088714,0.0088714,0.0088714
116,2798.63,0.43432,0.29438,0.87513,0.58525,0.53961,0.5691,0.32074,0.92175,4.25112,1.16837,0.0088615,0.0088615,0.0088615
117,2821.75,0.43818,0.29303,0.87774,0.55997,0.56346,0.55243,0.31488,0.95671,4.3771,1.1326,0.0088516,0.0088516,0.0088516
118,2844.93,0.42733,0.28424,0.8753,0.59691,0.58222,0.59186,0.34245,0.94257,4.37228,1.12762,0.0088417,0.0088417,0.0088417
119,2867.68,0.43583,0.28961,0.87479,0.59097,0.5524,0.56176,0.32115,0.96204,4.39609,1.13797,0.0088318,0.0088318,0.0088318
120,2890.5,0.43645,0.29081,0.88219,0.60006,0.58222,0.56806,0.30736,0.88339,4.2676,1.1243,0.0088219,0.0088219,0.0088219
121,2913.4,0.42279,0.28264,0.87343,0.58596,0.55436,0.57722,0.32468,0.9548,4.28541,1.13913,0.008812,0.008812,0.008812
122,2936.13,0.43279,0.28853,0.87346,0.59478,0.55556,0.58524,0.34387,0.9685,4.3321,1.15114,0.0088021,0.0088021,0.0088021
123,2964.36,0.42681,0.28082,0.8769,0.60897,0.55556,0.57549,0.33491,0.94602,4.40136,1.14856,0.0087922,0.0087922,0.0087922
124,2993.17,0.42514,0.28113,0.87251,0.58772,0.52026,0.56183,0.32998,0.94923,4.50151,1.16063,0.0087823,0.0087823,0.0087823
125,3017.11,0.41239,0.29237,0.86531,0.59489,0.55141,0.56602,0.32956,0.90515,4.24811,1.1426,0.0087724,0.0087724,0.0087724
126,3043.08,0.43424,0.29355,0.87763,0.59113,0.55631,0.58169,0.31379,0.96235,4.43607,1.15885,0.0087625,0.0087625,0.0087625
127,3065.89,0.42771,0.28585,0.87366,0.57051,0.55864,0.58584,0.33137,0.8329,4.47353,1.10802,0.0087526,0.0087526,0.0087526
128,3088.5,0.42036,0.28059,0.87151,0.56033,0.51111,0.55026,0.34521,0.9381,4.28438,1.11986,0.0087427,0.0087427,0.0087427
129,3111.57,0.4164,0.28238,0.86827,0.61419,0.54667,0.58369,0.34469,0.86568,4.29332,1.10775,0.0087328,0.0087328,0.0087328
130,3134.36,0.41672,0.28143,0.87368,0.53516,0.56342,0.56371,0.30967,0.84102,4.47787,1.08975,0.0087229,0.0087229,0.0087229
131,3157.26,0.42063,0.28092,0.87007,0.5887,0.53913,0.57478,0.3275,0.83041,4.3094,1.11847,0.008713,0.008713,0.008713
132,3180.01,0.41362,0.27958,0.86936,0.54998,0.56571,0.5946,0.34485,0.83796,4.22652,1.12884,0.0087031,0.0087031,0.0087031
133,3203.93,0.42236,0.28189,0.86775,0.53537,0.59111,0.58846,0.33585,0.91973,4.3197,1.12522,0.0086932,0.0086932,0.0086932
134,3226.75,0.43211,0.2947,0.87939,0.55759,0.56598,0.57334,0.33613,0.96746,4.4,1.13148,0.0086833,0.0086833,0.0086833
135,3251.41,0.41653,0.27969,0.87179,0.58412,0.53039,0.56459,0.32414,0.91667,4.46221,1.12093,0.0086734,0.0086734,0.0086734
136,3274.53,0.41528,0.28096,0.86875,0.59669,0.54667,0.58065,0.33319,0.92662,4.41818,1.12168,0.0086635,0.0086635,0.0086635
137,3298.2,0.40524,0.27665,0.86724,0.62032,0.54667,0.59443,0.33844,0.92835,4.25852,1.10171,0.0086536,0.0086536,0.0086536
138,3321.15,0.41361,0.27502,0.86888,0.54875,0.53599,0.55332,0.32849,0.89401,4.33964,1.11801,0.0086437,0.0086437,0.0086437
139,3343.7,0.40783,0.2784,0.86773,0.60386,0.53551,0.59013,0.32812,0.94285,4.35596,1.11944,0.0086338,0.0086338,0.0086338
140,3366.6,0.41542,0.28292,0.86998,0.58515,0.56684,0.59909,0.34421,0.90773,4.17784,1.10668,0.0086239,0.0086239,0.0086239
141,3389.8,0.4115,0.2812,0.868,0.62227,0.54451,0.59675,0.33422,0.86632,4.28108,1.08569,0.008614,0.008614,0.008614
142,3412.18,0.405,0.27861,0.86524,0.60456,0.54063,0.59376,0.35423,0.89082,4.23039,1.09756,0.0086041,0.0086041,0.0086041
143,3434.85,0.4059,0.2767,0.87026,0.61204,0.54667,0.5938,0.341,0.87432,4.29212,1.09083,0.0085942,0.0085942,0.0085942
144,3458.46,0.40886,0.27652,0.86417,0.5483,0.58802,0.60359,0.36025,0.92126,4.38145,1.0982,0.0085843,0.0085843,0.0085843
145,3481.21,0.40834,0.27801,0.86535,0.62085,0.53553,0.58399,0.32014,0.99049,4.50317,1.13478,0.0085744,0.0085744,0.0085744
146,3504.1,0.41501,0.2759,0.87028,0.59669,0.55861,0.58962,0.33817,0.86742,4.37449,1.0963,0.0085645,0.0085645,0.0085645
147,3527.38,0.39678,0.32634,0.85806,0.58402,0.58173,0.58318,0.33047,0.87127,4.40252,1.09339,0.0085546,0.0085546,0.0085546
148,3551.04,0.39849,0.27396,0.86538,0.57235,0.56711,0.55236,0.30588,0.89742,4.3377,1.10531,0.0085447,0.0085447,0.0085447
149,3573.79,0.40531,0.26887,0.86683,0.60871,0.55556,0.57199,0.32758,0.86678,4.36817,1.1171,0.0085348,0.0085348,0.0085348
150,3596.9,0.40782,0.27335,0.8671,0.60718,0.55268,0.58772,0.34133,0.91746,4.47317,1.11768,0.0085249,0.0085249,0.0085249
151,3620.4,0.4028,0.26767,0.86683,0.60572,0.54222,0.59217,0.35315,0.90982,4.46058,1.12222,0.008515,0.008515,0.008515
152,3645.96,0.39816,0.2728,0.85756,0.55097,0.58222,0.58876,0.34704,0.84566,4.3646,1.08893,0.0085051,0.0085051,0.0085051
153,3674.19,0.40484,0.27425,0.86459,0.54756,0.55556,0.5643,0.33566,0.84203,4.30021,1.10814,0.0084952,0.0084952,0.0084952
154,3701.58,0.39819,0.27231,0.86516,0.55898,0.5733,0.59106,0.34012,0.96507,4.27195,1.13737,0.0084853,0.0084853,0.0084853
155,3724.46,0.40617,0.27387,0.86489,0.58972,0.54667,0.59721,0.34834,0.90584,4.28304,1.119,0.0084754,0.0084754,0.0084754
156,3747.45,0.40052,0.27414,0.86621,0.58522,0.56809,0.56736,0.35311,0.89023,4.3361,1.09992,0.0084655,0.0084655,0.0084655
157,3769.89,0.39178,0.26223,0.86304,0.57035,0.56727,0.55987,0.34346,0.89956,4.33414,1.09236,0.0084556,0.0084556,0.0084556
158,3792.9,0.40521,0.27324,0.87064,0.59965,0.56789,0.59074,0.35806,0.83083,4.39899,1.091,0.0084457,0.0084457,0.0084457
159,3815.71,0.39672,0.27135,0.86323,0.62034,0.56889,0.57467,0.3463,0.84428,4.37259,1.08924,0.0084358,0.0084358,0.0084358
160,3839.06,0.39655,0.27279,0.86257,0.57052,0.56594,0.58071,0.33661,0.90596,4.29902,1.1079,0.0084259,0.0084259,0.0084259
161,3865.74,0.3898,0.26724,0.8524,0.55502,0.56889,0.57619,0.33548,0.91108,4.27787,1.11414,0.008416,0.008416,0.008416
162,3889.64,0.39356,0.2692,0.86189,0.57189,0.5444,0.55663,0.32354,0.946,4.26708,1.11666,0.0084061,0.0084061,0.0084061
163,3914.51,0.39822,0.27411,0.86634,0.59692,0.53353,0.55814,0.32266,0.93033,4.31136,1.11506,0.0083962,0.0083962,0.0083962
164,3939.55,0.39595,0.27049,0.86372,0.55108,0.54667,0.57682,0.32976,0.9206,4.46425,1.1052,0.0083863,0.0083863,0.0083863
165,3963.7,0.40121,0.27098,0.86988,0.56624,0.53333,0.56954,0.3304,0.88826,4.23856,1.10423,0.0083764,0.0083764,0.0083764
166,3986.92,0.39015,0.26771,0.86189,0.59373,0.51111,0.55854,0.33812,0.88984,4.51362,1.11448,0.0083665,0.0083665,0.0083665
167,4011.05,0.39394,0.26553,0.86261,0.5616,0.53333,0.54709,0.32405,0.91061,4.35787,1.13641,0.0083566,0.0083566,0.0083566
168,4037.07,0.39519,0.26186,0.86352,0.62115,0.49383,0.55924,0.32176,0.9249,4.46731,1.16517,0.0083467,0.0083467,0.0083467
169,4062.57,0.3783,0.26137,0.86041,0.60692,0.49595,0.56315,0.33761,0.89832,4.44271,1.13336,0.0083368,0.0083368,0.0083368
170,4086.61,0.39246,0.26741,0.86134,0.54845,0.52444,0.59044,0.35193,0.98315,4.47712,1.13236,0.0083269,0.0083269,0.0083269
171,4110.25,0.38575,0.29916,0.85609,0.59091,0.52931,0.56862,0.31879,1.01343,4.4541,1.15692,0.008317,0.008317,0.008317
172,4134.14,0.39925,0.2718,0.86355,0.58926,0.54667,0.56713,0.33952,0.87815,4.26747,1.10877,0.0083071,0.0083071,0.0083071
173,4157.9,0.38848,0.26638,0.86725,0.57131,0.54667,0.58283,0.34142,0.90359,4.35456,1.11484,0.0082972,0.0082972,0.0082972
174,4182.58,0.3868,0.26351,0.85958,0.59467,0.53333,0.57235,0.33467,0.81612,4.29929,1.11228,0.0082873,0.0082873,0.0082873
175,4208.26,0.38318,0.26243,0.8585,0.5947,0.54667,0.56848,0.34299,0.86636,4.37996,1.10742,0.0082774,0.0082774,0.0082774
176,4233.59,0.39022,0.26757,0.8626,0.57076,0.54188,0.57474,0.34024,0.86324,4.36802,1.11464,0.0082675,0.0082675,0.0082675
177,4258.19,0.38464,0.26148,0.85983,0.59077,0.53283,0.56392,0.3292,0.87544,4.29065,1.10903,0.0082576,0.0082576,0.0082576
178,4282.99,0.38543,0.26333,0.86171,0.59686,0.52889,0.55921,0.32451,0.85413,4.36523,1.11313,0.0082477,0.0082477,0.0082477
179,4309.57,0.38111,0.2595,0.85874,0.57834,0.54461,0.58361,0.34544,0.81816,4.45463,1.09727,0.0082378,0.0082378,0.0082378
180,4334.56,0.36888,0.25578,0.85283,0.58883,0.53912,0.58409,0.33924,0.83388,4.37546,1.0928,0.0082279,0.0082279,0.0082279
181,4358.04,0.37782,0.25877,0.86218,0.57562,0.54604,0.57939,0.35268,0.81505,4.3283,1.10259,0.008218,0.008218,0.008218
182,4382.99,0.38224,0.25833,0.86245,0.55806,0.55605,0.57005,0.34459,0.87891,4.24563,1.10651,0.0082081,0.0082081,0.0082081
183,4406.79,0.38147,0.25733,0.86169,0.591,0.51111,0.58293,0.33655,0.89547,4.46179,1.12466,0.0081982,0.0081982,0.0081982
184,4430.72,0.3765,0.2577,0.85743,0.56184,0.56143,0.58988,0.32939,0.90731,4.4139,1.12801,0.0081883,0.0081883,0.0081883
185,4455.65,0.37544,0.25405,0.85899,0.60173,0.52786,0.57682,0.33198,0.8882,4.32264,1.13049,0.0081784,0.0081784,0.0081784
